variable_name,variable_description,variable_source,form_location,variable_coverage,form_scope,variable_datatype
DUP_RTRN_X,Indicates duplicate return,NA,NA,,PC-501C3,
F9_00_EXEMPT_STAT_501C3_X,Indicates a 501(c)(3) organization,HD,"F990-EZ-PART-00-SECTION-J;
F990-PC-PART-00-SECTION-I",2012-2019,PC-501C3,integer
F9_00_GROUP_EXEMPT_NUM,Group exemption number,HD,"F990-EZ-PART-00-SECTION-F;
F990-PC-PART-00-SECTION-HC",2012-2013,PC-501C3,integer
F9_00_ORG_ADDR_CITY,Address of Filing Organization (US City),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",2012-2019,PC-501C3,character
F9_00_ORG_ADDR_L1,Address of Filing Organization (US Line 1),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",2012-2019,PC-501C3,character
F9_00_ORG_ADDR_STATE,Address of Filing Organization (US State),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",2012-2019,PC-501C3,character
F9_00_ORG_ADDR_ZIP,Address of Filing Organization (US Zip Code),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",2012-2019,PC-501C3,character
F9_00_ORG_EIN,Orgainization Employer Identification Number (EIN),HD,F990-PC-PART-00-SECTION-D,2012-2022,PC-501C3,character
F9_00_ORG_NAME_DBA_L1,Doing business as (line 1),HD,F990-PC-PART-00-SECTION-C,2012-2019,PC-501C3,character
F9_00_ORG_NAME_L1,Name of Filing Organization (line 1),HD,F990-PC-PART-00-SECTION-C,2012-2019,PC-501C3,character
F9_00_RETURN_TYPE,Return type,HD,F990-PC-PART-00-LINE-00,2012-2013,PC-501C3,integer
F9_00_TAX_PERIOD_BEGIN_DATE,Tax period begin date,HD,F990-PC-PART-00-SECTION-A,2012-2019,PC-501C3,integer
F9_00_TAX_PERIOD_END_DATE,Tax period end date,HD,F990-PC-PART-00-SECTION-A,2012-2022,PC-501C3,integer
F9_00_TAX_YEAR,Tax year,HD,F990-PC-PART-00-SECTION-A,2012-2019,PC-501C3,integer
F9_03_PROG_CODE,Activity2 - Activity code,PC,F990-PC-PART-03-LINE-04-ABCD,2012-2019,PC-501C3,integer
F9_04_AFS_CONSOL_X,Consolidated audited financial statement?,PC,F990-PC-PART-04-LINE-12B,2012-2022,PC-501C3,character
F9_04_AFS_IND_X,Independent audited financial statements?,PC,F990-PC-PART-04-LINE-12A,2012-2022,PC-501C3,character
F9_04_BIZ_TRANSAC_DTK_ENTITY_X,"Was the organization a party to a business transaction with one of the following parties: An entity of which a current or former officer, director, trustee, or key employee (or a family member thereof) was an officer, director, trustee, or direct, or indirect owner?",PC,F990-PC-PART-04-LINE-28C,2012-2022,PC-501C3,character
F9_04_BIZ_TRANSAC_DTK_FAM_X,"Was the organization a party to a business transaction with one of the following parties: A family member of a current or former officer, director, trustee, or key employee?",PC,F990-PC-PART-04-LINE-28B,2012-2022,PC-501C3,character
F9_04_BIZ_TRANSAC_DTK_X,"Was the organization a party to a business transaction with one of the following parties: A current former officer, director, trustee, or key employee?",PC,F990-PC-PART-04-LINE-28A,2012-2022,PC-501C3,character
F9_04_COLLEC_ART_X,Collections of art?,PC,F990-PC-PART-04-LINE-08,2012-2022,PC-501C3,character
F9_04_COMP_DTK_YES_X,"PartVII; Lines 3; 4; or 5 = ""Yes""?",PC,F990-PC-PART-04-LINE-23,2012-2022,PC-501C3,character
F9_04_CONSERV_EMT_X,Conservation easements?,PC,F990-PC-PART-04-LINE-07,2012-2022,PC-501C3,character
F9_04_CONTR_ART_HIST_X,"Did the organization receive contributions of art, historical treasures, or other similar assets, or qualified conservation contributions?",PC,F990-PC-PART-04-LINE-30,2012-2022,PC-501C3,character
F9_04_CONTR_NONCSH_MT_25K_X,"Did the organization receive more than $25,000 in non-cash contributions?",PC,F990-PC-PART-04-LINE-29,2012-2022,PC-501C3,character
F9_04_CREDIT_COUNS_X,Credit counseling?,PC,F990-PC-PART-04-LINE-09,2012-2022,PC-501C3,character
F9_04_DAF_X,,PZ,"F990-EZ-PART-05-LINE-44A;
F990-PC-PART-04-LINE-06",2012-2022,PC-501C3,character
F9_04_DESC_IN_501C3_X,Described in 501(c)(3)?,PC,F990-PC-PART-04-LINE-01,2012-2022,PC-501C3,character
F9_04_DOA_X,Partial liquidation? (F990-PC-PART-04-LINE-31-32-COMBINED: F990-EZ-PART-05-LINE-36),PZ,F990-PC-PART-04-LINE-32,2012-2022,PC-501C3,character
F9_04_ENDOW_X,Term or permanent endowments?,PC,F990-PC-PART-04-LINE-10,2012-2022,PC-501C3,character
F9_04_ENTITY_CTRL_X,Did the organization have a controlled entity within the meaning of section 512(b)(13)?,PZ,"F990-EZ-PART-05-LINE-45A;
F990-PC-PART-04-LINE-35A",2012-2022,PC-501C3,character
F9_04_ENTITY_DISREG_X,Did the organization own 100% of an entity disregarded as sperate from the organization under Regulations sections 301.7701.2 and 301.7701-3?,PC,F990-PC-PART-04-LINE-33,2012-2022,PC-501C3,character
F9_04_ENTITY_RLTD_X,Related entity?,PC,F990-PC-PART-04-LINE-34,2012-2022,PC-501C3,character
F9_04_FRGN_ACT_X,Foreign activities; etc?,"PC;
PZ",F990-PC-PART-04-LINE-14B,2012-2022,PC-501C3,character
F9_04_FRGN_OFFICE_X,At any time during the calender year; did the organization maintain an office outside of the U.S.?,PZ,"F990-EZ-PART-05-LINE-42C;
F990-PC-PART-04-LINE-14A",2012-2022,PC-501C3,character
F9_04_FUNDR_ACT_X,Fundraising activities?,PC,F990-PC-PART-04-LINE-18,2012-2022,PC-501C3,character
F9_04_GAMING_X,Special events Indicates revenue from gaming,PZ,"F990-EZ-PART-01-LINE-06;
F990-PC-PART-04-LINE-19",2012-2022,PC-501C3,character
F9_04_GRANT_MT_5K_FRGN_INDIV_X,More than $5000 to individuals Part IX; line 3?,PC,F990-PC-PART-04-LINE-16,2012-2022,PC-501C3,character
F9_04_GRANT_MT_5K_FRGN_ORG_X,More than $5000 to organizations Part IX; line 3?,PC,F990-PC-PART-04-LINE-15,2012-2022,PC-501C3,character
F9_04_GRANT_MT_5K_US_INDIV_X,Grants to individuals?,PC,F990-PC-PART-04-LINE-22,2012-2022,PC-501C3,character
F9_04_GRANT_MT_5K_US_ORG_X,Grants to organizations?,PC,F990-PC-PART-04-LINE-21,2012-2022,PC-501C3,character
F9_04_GRANT_RLTD_PERS_X,Grant to related person?,PC,F990-PC-PART-04-LINE-27,2012-2022,PC-501C3,character
F9_04_HOSPITAL_AFS_X,Audited financial statements?,PC,F990-PC-PART-04-LINE-20B,2012-2022,PC-501C3,character;integer
F9_04_HOSPITAL_X,IRS990 - Hospital?,"PZ;
PC","F990-EZ-PART-05-LINE-44B;
F990-PC-PART-04-LINE-20A",2012-2022,PC-501C3,character
F9_04_LOAN_DTK_X,,PZ,"F990-EZ-PART-05-LINE-38A;
F990-PC-PART-04-LINE-26",2012-2022,PC-501C3,character
F9_04_LOB_ACT_X,Lobbying activities?,PZ,"F990-EZ-PART-06-LINE-47;
F990-PC-PART-04-LINE-04",2012-2022,PC-501C3,character
F9_04_LTD_X,Form990 Part IV - Terminated? (F990-PC-PART-04-LINE-31-32-COMBINED: F990-EZ-PART-05-LINE-36),PZ,F990-PC-PART-04-LINE-31,2012-2022,PC-501C3,character
F9_04_POLI_ACT_X,Political activities?,PZ,"F990-EZ-PART-05-LINE-46;
F990-PC-PART-04-LINE-03",2012-2022,PC-501C3,character
F9_04_PROF_FUNDR_X,Professional fundraising?,PC,F990-PC-PART-04-LINE-17,2012-2022,PC-501C3,character
F9_04_PROXY_TAX_X,Subject to proxy tax?,PZ,"F990-EZ-PART-05-LINE-35C;
F990-PC-PART-04-LINE-05",2012-2022,PC-501C3,character
F9_04_PTR_ACT_X,Did the organization conduct more than 5% of its activities through an entity that is not a related organization and thatis treated as a partnership for federal income tax purposes?,PC,F990-PC-PART-04-LINE-37,2012-2022,PC-501C3,character
F9_04_REP_FOOTNOTE_FIN48_X,Balance sheet footnote for liability under FIN 48?,PC,F990-PC-PART-04-LINE-11F,2012-2022,PC-501C3,character
F9_04_REP_INVEST_OTH_SEC_X,Balance sheet investments - other securities amounts reported?,PC,F990-PC-PART-04-LINE-11B,2012-2022,PC-501C3,character
F9_04_REP_LAND_BLDG_EQUIP_X,Balance sheet land; buildings; equipment amounts reported?,PC,F990-PC-PART-04-LINE-11A,2012-2022,PC-501C3,character
F9_04_REP_OTH_ASSET_X,Balance sheet other assets amounts reported?,PC,F990-PC-PART-04-LINE-11D,2012-2022,PC-501C3,character
F9_04_REP_OTH_LIAB_X,Balance sheet other liabilities amounts reported?,PC,F990-PC-PART-04-LINE-11E,2012-2022,PC-501C3,character
F9_04_REP_PROG_RLTD_X,Balance sheet investments - program related amounts reported?,PC,F990-PC-PART-04-LINE-11C,2012-2022,PC-501C3,character
F9_04_SCHED_B_REQ_X,Indicates Schedule B is not required,PZ,"F990-EZ-PART-00-SECTION-H;
F990-PC-PART-04-LINE-02",2012-2022,PC-501C3,character
F9_04_SCHED_O_REQ_X,"Did the organization complete Schedule O and provide explanatios in Schedule O for Part VI, lines 11b and 19?",PC,F990-PC-PART-04-LINE-38,2012-2022,PC-501C3,character
F9_04_SCHOOL_X,IRS990 - School?,PZ,"F990-EZ-PART-06-LINE-48;
F990-PC-PART-04-LINE-13",2012-2022,PC-501C3,character
F9_04_TAX_EXEMPT_BOND_ESCROW_X,Escrow account?,PC,F990-PC-PART-04-LINE-24C,2012-2022,PC-501C3,character
F9_04_TAX_EXEMPT_BOND_INVEST_X,Investment income?,PC,F990-PC-PART-04-LINE-24B,2012-2022,PC-501C3,character
F9_04_TAX_EXEMPT_BOND_ISSUER_X,On behalf of issuer?,PC,"F990-PC-PART-04-LINE-24B;
F990-PC-PART-04-LINE-24D",2012-2022,PC-501C3,character
F9_04_TAX_EXEMPT_BOND_X,Tax exempt bonds?,PC,F990-PC-PART-04-LINE-24A,2012-2022,PC-501C3,character
F9_04_TRANSAC_ENGAGED_X,501(c)(3) and 501(c)(4) orgs: Did the organization engage in any section 4958 excess benefit transaction,PZ,"F990-EZ-PART-05-LINE-40B;
F990-PC-PART-04-LINE-25A",2012-2022,PC-501C3,character
F9_04_TRANSAC_PY_X,Prior excess benefit transaction?,"PZ;
PC",F990-PC-PART-04-LINE-25B,2012-2022,PC-501C3,character
F9_04_TRANSFER_EXEMPT_ORG_X,Did the organization make any transfers to an exempt non-charitable related organization?,PZ,"F990-EZ-PART-06-LINE-49A;
F990-PC-PART-04-LINE-36",2012-2022,PC-501C3,character
F9_05_170C_FORM_1098C_FILED_X,Form 1098-C filed?,PC,F990-PC-PART-05-LINE-07H,2012-2022,PC-501C3,character
F9_05_170C_FORM_8282_REQ_X,Form 8282 property disposed of?,PC,F990-PC-PART-05-LINE-07C,2012-2022,PC-501C3,character
F9_05_170C_FORM_8899_FILED_X,Form 8899 filed?,PC,F990-PC-PART-05-LINE-07G,2012-2022,PC-501C3,character
F9_05_170C_FUNDS_FOR_PREMIUM_X,Funds to pay premiums?,PC,F990-PC-PART-05-LINE-07E,2012-2022,PC-501C3,character
F9_05_170C_NUM_FORM_8282_FILED_X,Number of 8282s filed,PC,F990-PC-PART-05-LINE-07D,2012-2022,PC-501C3,integer
F9_05_170C_PREMIUM_PAID_X,Premiums paid?,PC,F990-PC-PART-05-LINE-07F,2012-2022,PC-501C3,character
F9_05_170C_QUID_PRO_QUO_CONTR_X,Quid pro quo contributions?,PC,F990-PC-PART-05-LINE-07A,2012-2022,PC-501C3,character
F9_05_170C_QUID_PRO_QUO_NOTIFY_X,Quid pro quo disclosure?,PC,F990-PC-PART-05-LINE-07B,2012-2022,PC-501C3,character
F9_05_4947_FORM_990_FILED_1041_X,Filed 990 in lieu of 1041?,PZ,"F990-EZ-PART-05-LINE-43;
F990-PC-PART-05-LINE-12A",2012-2022,PC-501C3,character
F9_05_4947_TAX_EXEMPT_INT_AMT,Indicates section 4947(a)(1) nonexempt charitable trusts filing Form 990 in lieu of Form 1041,PZ,"F990-EZ-PART-05-LINE-43;
F990-PC-PART-05-LINE-12B",2012-2022,PC-501C3,integer
F9_05_501C12_GRO_INCOME_MEMB,Gross income from members,PC,F990-PC-PART-05-LINE-11A,2012-2013; 2020-2022,PC-501C3,integer
F9_05_501C12_GRO_INCOME_OTH,"Gross income, other sources",PC,F990-PC-PART-05-LINE-11B,2012-2013; 2020-2022,PC-501C3,integer
F9_05_501C29_LIC_HEALTH_PLAN_X,Is the organization licensed to issue qualified health plans in more than one state?,PC,F990-PC-PART-05-LINE-13A,2012-2022,PC-501C3,character
F9_05_501C29_RESERVE_MAINT_AMT,Reserves maintained amount,PC,F990-PC-PART-05-LINE-13C,2012-2022,PC-501C3,integer
F9_05_501C29_STATE_RESERVE_AMT,State required reserves amount,PC,F990-PC-PART-05-LINE-13B,2012-2022,PC-501C3,integer
F9_05_501C7_GRO_RCPT_PUB_USE,"501(c)(7) orgs: Gross receipts, included on line 9, for public use of club facilities",PZ,"F990-EZ-PART-05-LINE-39B;
F990-PC-PART-05-LINE-10B",2012-2022,PC-501C3,integer
F9_05_501C7_INITIATION_FEES,501(c)(7) orgs: Initiation fees and capital contributions included on line 9,PZ,"F990-EZ-PART-05-LINE-39A;
F990-PC-PART-05-LINE-10A",2012-2013; 2020-2022,PC-501C3,integer
F9_05_COMPLY_BACKUP_WITHHOLD_X,Compliance with backup witholding?,PC,F990-PC-PART-05-LINE-01C,2012-2022,PC-501C3,character
F9_05_DAF_DIST_DONOR_X,DAFs - Distribution to donor?,PC,F990-PC-PART-05-LINE-09B,2012-2022,PC-501C3,character
F9_05_DAF_EXCESS_BIZ_HOLDING_X,Donor advised fund have excess business holdings?,PC,F990-PC-PART-05-LINE-08,2012-2022,PC-501C3,character
F9_05_DAF_TAXABLE_DIST_X,DAFs - Taxable distributions?,PC,F990-PC-PART-05-LINE-09A,2012-2022,PC-501C3,character
F9_05_EMPL_TAX_RETURN_FILED_X,Employment tax returns filed?,PC,F990-PC-PART-05-LINE-02B,2012-2022,PC-501C3,character
F9_05_FRGN_FIN_ACC_X,Foreign financial account?,PZ,"F990-EZ-PART-05-LINE-42B;
F990-PC-PART-05-LINE-04A",2012-2022,PC-501C3,character
F9_05_NONDEDUCT_CONTR_NOTIFY_X,Non-deduct. disclosure?,PC,F990-PC-PART-05-LINE-06B,2012-2022,PC-501C3,character
F9_05_NONDEDUCT_CONTR_X,Non-deductible contributions?,PC,F990-PC-PART-05-LINE-06A,2012-2022,PC-501C3,character
F9_05_NUM_EMPL,Number of employees,PC,F990-PC-PART-05-LINE-02A,2012-2022,PC-501C3,integer
F9_05_NUM_FORM_1096_BOX_3,Number forms transmitted with 1096,PC,F990-PC-PART-05-LINE-01A,2012-2022,PC-501C3,integer;numeric
F9_05_NUM_FORM_W2G,Number W-2Gs included in 1a,PC,F990-PC-PART-05-LINE-01B,2012-2022,PC-501C3,integer
F9_05_PTST_FORM_8886T_FILED_X,Form 8886-T filed?,PC,F990-PC-PART-05-LINE-05C,2012-2022,PC-501C3,character
F9_05_PTST_PARTY_NOTIFY_X,Taxable party notification?,PC,F990-PC-PART-05-LINE-05B,2012-2022,PC-501C3,character
F9_05_PTST_X,Prohibited tax shelter transaction?,PZ,"F990-EZ-PART-05-LINE-40E;
F990-PC-PART-05-LINE-05A",2012-2022,PC-501C3,character
F9_05_TANNING_FORM_720_FILED_X,Form 720 filed and taxes paid on indoor tanning services?,PZ,"F990-EZ-PART-05-LINE-44D;
F990-PC-PART-05-LINE-14B",2012-2022,PC-501C3,character
F9_05_TANNING_SVC_PROV_X,Payments received for indoor tanning services?,PZ,"F990-EZ-PART-05-LINE-44C;
F990-PC-PART-05-LINE-14A",2012-2022,PC-501C3,character
F9_05_UBIZ_FORM_990T_FILED_X,Form 990-T filed?,"PZ;
PC","F990-EZ-PART-05-LINE-35B;
F990-PC-PART-05-LINE-03B",2012-2022,PC-501C3,character
F9_05_UBIZ_IMCOME_OVER_LIMIT_X,Unrelated business income?,"PZ;
PC","F990-EZ-PART-05-LINE-35A;
F990-PC-PART-05-LINE-03A",2012-2013; 2020-2022,PC-501C3,character
F9_07_COMP_DTK_COMP_ORG,Reportable compensation from organization (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-C;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-D",2012-2019,PC-501C3,numeric
F9_07_COMP_DTK_COMP_ORG_TOT,"Total, column D (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-D,2020-2022,PC-501C3,numeric
F9_07_COMP_DTK_COMP_OTH,Other compensation (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-E;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-F",2012-2019,PC-501C3,numeric
F9_07_COMP_DTK_COMP_OTH_TOT,"Total, column F (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-F,2020-2022,PC-501C3,numeric
F9_07_COMP_DTK_COMP_RLTD,Reportable compensation from related organizations (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PZ,"F990-EZ-PART-04-COL-C;
F990-PC-PART-07-SECTION-A-LINE-01A-COL-E",2012-2019,PC-501C3,numeric
F9_07_COMP_DTK_COMP_RLTD_TOT,"Total, column E (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED)",PC,F990-PC-PART-07-SECTION-A-LINE-01D-COL-E,2020-2022,PC-501C3,numeric
F9_07_COMP_DTK_NUM_GT_100K,Number individuals greater than $100K (F990-PC-PART-07-SECTION-A: F990-EZ-PART-04-PART-06-LINE-50-CONBINED),PC,F990-PC-PART-07-SECTION-A-LINE-02,2012-2022,PC-501C3,integer
F9_07_COMP_KONTR_NUM_GT_100K,Total number of independent contractors who received 100K+ from org,PZ,"F990-EZ-PART-06-LINE-51D;
F990-PC-PART-07-SECTION-B-LINE-02",2012-2022,PC-501C3,integer
F9_08_REV_CONTR_TOT,Total contributions,PC,F990-PC-PART-08-LINE-01H-COL-A,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_08_REV_MISC_BIZCODE,Other Revenue Misc - Business code,PC,F990-PC-PART-08-LINE-11-ABC-COL-BIZCODE,2012-2022,PC-501C3,numeric;integer
F9_08_REV_MISC_OTH_EXCL,Excluded by section 512; 513; or 514: amount,PC,F990-PC-PART-08-LINE-11D-COL-D,2012-2019,PC-501C3,numeric;integer
F9_08_REV_MISC_OTH_RLTD,Related or exempt function revenue,PC,F990-PC-PART-08-LINE-11D-COL-B,2012-2019,PC-501C3,numeric
F9_08_REV_MISC_OTH_TOT,Miscellaneous Revenue - Total revenue,PC,F990-PC-PART-08-LINE-11D-COL-A,2012-2022,PC-501C3,numeric;integer
F9_08_REV_MISC_OTH_UBIZ,Unrelated business revenue,PC,F990-PC-PART-08-LINE-11D-COL-C,2012-2019,PC-501C3,numeric
F9_08_REV_MISC_TOT,Other Revenue Misc - Total revenue,PC,F990-PC-PART-08-LINE-11-ABC-COL-A,2020-2022,PC-501C3,numeric
F9_08_REV_MISC_TOT_TOT,Other revenue - current year,PZ,"F990-EZ-PART-01-LINE-08;
F990-PC-PART-08-LINE-11E-COL-A",2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_FUNDR_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-08B,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_FUNDR_EVNT_1,IRS990 - 8a-1,PZ,"F990-EZ-PART-01-LINE-06B-1;
F990-PC-PART-08-LINE-08A-1",2012-2022,PC-501C3,numeric
F9_08_REV_OTH_FUNDR_NET_TOT,Net Income From Fundraising Events - Total revenue,PZ,F990-PC-PART-08-LINE-08C-COL-A,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_GAMING,Gross income from gaming activities,PZ,"F990-EZ-PART-01-LINE-06A;
F990-PC-PART-08-LINE-09A",2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_GAMING_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-09B,2012-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_GAMING_NET_TOT,Net Income From Gaming - Total revenue,PZ,F990-PC-PART-08-LINE-09C-COL-A,2012-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_INVEST_BOND_TOT,Income From Invest Bond Proceeds - Total revenue,PC,F990-PC-PART-08-LINE-04-COL-A,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_INVEST_INCOME_TOT,Invest income,PZ,"F990-EZ-PART-01-LINE-04;
F990-PC-PART-08-LINE-03-COL-A",2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_INV_COST_GOODS,Less: cost of goods sold,PZ,"F990-EZ-PART-01-LINE-07B;
F990-PC-PART-08-LINE-10B",2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_INV_GRO_SALE,gross sales of inventory,PZ,"F990-EZ-PART-01-LINE-07A;
F990-PC-PART-08-LINE-10A",2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_INV_NET_TOT,Gross profit (or loss) from sales of inventory,PZ,"F990-EZ-PART-01-LINE-07C;
F990-PC-PART-08-LINE-10C-COL-A",2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_RENT_GRO_PERS,Gross Rents - Amount,PC,F990-PC-PART-08-LINE-06A-COL-ii,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_RENT_GRO_REAL,Gross Rents - Real amount,PC,F990-PC-PART-08-LINE-06A-COL-i,2012-2022,PC-501C3,numeric
F9_08_REV_OTH_RENT_INCOME_PERS,Rental Income Or Loss - Amount,PC,F990-PC-PART-08-LINE-06C-COL-ii,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_RENT_INCOME_REAL,Rental Income Or Loss - Real amount,PC,F990-PC-PART-08-LINE-06C-COL-i,2012-2022,PC-501C3,numeric
F9_08_REV_OTH_RENT_LESS_EXP_PERS,Less Rental Expenses - Amount,PC,F990-PC-PART-08-LINE-06B-COL-ii,2012-2022,PC-501C3,integer
F9_08_REV_OTH_RENT_LESS_EXP_REAL,Less Rental Expenses - Real amount,PC,F990-PC-PART-08-LINE-06B-COL-i,2012-2022,PC-501C3,numeric
F9_08_REV_OTH_RENT_NET_TOT,Net Rental Income Or Loss - Total revenue,PC,F990-PC-PART-08-LINE-06D-COL-A,2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_ROY_TOT,Royalties Revenue - Total revenue,PC,F990-PC-PART-08-LINE-05-COL-A,2012-2022,PC-501C3,numeric;integer
F9_08_REV_OTH_SALE_ASSET_OTH,Gross Amount Sales Assets - Other amount,PZ,F990-PC-PART-08-LINE-07A-COL-ii,2012-2013; 2020-2022,PC-501C3,integer64;integer;numeric
F9_08_REV_OTH_SALE_ASSET_SEC,Securities amount,"PC;
PZ",F990-PC-PART-08-LINE-07A-COL-i,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_08_REV_OTH_SALE_GAIN_NET_TOT,Gain or (loss) from sale of assets other than inventory,PZ,"F990-EZ-PART-01-LINE-05C;
F990-PC-PART-08-LINE-07D-COL-A",2012-2022,PC-501C3,integer64;integer;numeric
F9_08_REV_OTH_SALE_GAIN_OTH,Gain Or Loss - Other amount,PC,F990-PC-PART-08-LINE-07C-COL-ii,2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_08_REV_OTH_SALE_GAIN_SEC,Securities amount,PC,F990-PC-PART-08-LINE-07C-COL-i,2012-2013; 2020-2022,PC-501C3,integer64;integer;numeric
F9_08_REV_OTH_SALE_LESS_COST_OTH,Less Cost Oth Basis Sales Expenses - Other amount,PZ,F990-PC-PART-08-LINE-07B-COL-ii,2012-2013; 2020-2022,PC-501C3,integer64;integer;numeric
F9_08_REV_OTH_SALE_LESS_COST_SEC,Securities amount,PZ,F990-PC-PART-08-LINE-07B-COL-i,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_08_REV_PROG_BIZCODE,Program Service Revenue - Business code,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-BIZCODE,2020-2022,PC-501C3,integer
F9_08_REV_PROG_DESC,Program Service Revenue - Description,PC,F990-PC-PART-08-LINE-02-ABCDE,2012-2019,PC-501C3,numeric
F9_08_REV_PROG_OTH_TOT,Total Oth Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02F-COL-A,2012-2022,PC-501C3,numeric;integer64
F9_08_REV_PROG_TOT,Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-A,2012-2022,PC-501C3,integer64;integer
F9_08_REV_PROG_TOT_TOT,Program service revenue total,PC,F990-PC-PART-08-LINE-02G-COL-A,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_08_REV_TOT_TOT,Total Revenue - Total revenue,PC,F990-PC-PART-08-LINE-12-COL-A,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_09_EXP_AD_PROMO_TOT,Advertising and promotion - total expense,PC,F990-PC-PART-09-LINE-12-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_BEN_PAID_MEMB_TOT,Benefits Paid to or for Members - Total Expense,PZ,F990-PC-PART-09-LINE-04-COL-A,2012-2022,PC-501C3,integer64;numeric;integer
F9_09_EXP_COMP_DSQ_PERS_TOT,"Compensation not included above, or to disqualified persons - Total Expense",PC,F990-PC-PART-09-LINE-06-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_COMP_DTK_TOT,"Compensation for Current Officers, Directors, Trustees and Key Employees - Total Expense",PC,F990-PC-PART-09-LINE-05-COL-A,2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_09_EXP_CONF_MEETING_TOT,"Conferences, conventions, and meetings- total expense",PC,F990-PC-PART-09-LINE-19-COL-A,2012-2022,PC-501C3,integer;numeric
F9_09_EXP_DEPREC_TOT,"Depreciation, depletion, and amortization",PC,F990-PC-PART-09-LINE-22-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_FEE_SVC_ACC_TOT,Fees for Services - Accounting - Total Expense,PC,F990-PC-PART-09-LINE-11C-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_FEE_SVC_FUNDR_TOT,Fees for Professional Fundraising Services - Total Expense,PC,F990-PC-PART-09-LINE-11E-COL-A,2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_09_EXP_FEE_SVC_INVEST_TOT,Investment Management Fees - Total Expense,PC,F990-PC-PART-09-LINE-11F-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_FEE_SVC_LEGAL_TOT,Fees for Services - Legal - Total Expense,PC,F990-PC-PART-09-LINE-11B-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_FEE_SVC_LOB_TOT,Fees for Services - Lobbying - Total Expense,PC,F990-PC-PART-09-LINE-11D-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_FEE_SVC_MGMT_TOT,Fees for Services - Management - Total Expense,PC,F990-PC-PART-09-LINE-11A-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_FEE_SVC_OTH_TOT,Fees for Services - Other - Total Expense,PC,F990-PC-PART-09-LINE-11G-COL-A,2012-2022,PC-501C3,integer;integer64;numeric
